holiday,workingday,temp,atemp,humidity,windspeed,hour,month,dayofweek,season_1,season_2,season_3,season_4,weather_1,weather_2,weather_3,weather_4,count
0,0,16.4,20.455,71,15.0013,8,1,6,True,False,False,False,False,False,True,False,8
0,0,15.58,19.695,76,15.0013,9,1,6,True,False,False,False,False,True,False,False,20
0,0,14.76,17.425,81,15.0013,10,1,6,True,False,False,False,False,True,False,False,53
0,0,14.76,16.665,71,16.9979,11,1,6,True,False,False,False,False,True,False,False,70
0,0,14.76,16.665,66,19.9995,12,1,6,True,False,False,False,False,True,False,False,93
0,0,14.76,17.425,66,8.9981,13,1,6,True,False,False,False,False,True,False,False,75
0,0,14.76,17.425,76,12.998,14,1,6,True,False,False,False,False,False,True,False,59
0,0,13.94,16.665,81,11.0014,15,1,6,True,False,False,False,False,False,True,False,74
0,0,13.94,16.665,71,11.0014,16,1,6,True,False,False,False,False,False,True,False,76
0,0,13.94,16.665,57,12.998,17,1,6,True,False,False,False,True,False,False,False,65
0,0,14.76,16.665,46,22.0028,18,1,6,True,False,False,False,False,True,False,False,53
0,0,13.12,14.395,42,30.0026,19,1,6,True,False,False,False,True,False,False,False,30
0,0,12.3,13.635,39,23.9994,20,1,6,True,False,False,False,True,False,False,False,22
0,0,10.66,11.365,44,22.0028,21,1,6,True,False,False,False,True,False,False,False,31
0,0,9.84,10.605,44,19.9995,22,1,6,True,False,False,False,True,False,False,False,9
0,0,9.02,11.365,47,11.0014,23,1,6,True,False,False,False,True,False,False,False,8
0,1,9.02,9.85,44,23.9994,0,1,0,True,False,False,False,True,False,False,False,5
0,1,8.2,8.335,44,27.9993,1,1,0,True,False,False,False,True,False,False,False,2
0,1,6.56,6.82,47,26.0027,4,1,0,True,False,False,False,True,False,False,False,1
0,1,6.56,6.82,47,19.0012,5,1,0,True,False,False,False,True,False,False,False,3
0,1,5.74,5.305,50,26.0027,6,1,0,True,False,False,False,True,False,False,False,30
0,1,5.74,6.82,50,12.998,7,1,0,True,False,False,False,True,False,False,False,64
0,1,5.74,6.06,50,19.0012,8,1,0,True,False,False,False,True,False,False,False,154
0,1,6.56,6.82,43,26.0027,9,1,0,True,False,False,False,True,False,False,False,88
0,1,7.38,8.335,43,16.9979,10,1,0,True,False,False,False,True,False,False,False,44
0,1,8.2,9.09,40,22.0028,11,1,0,True,False,False,False,True,False,False,False,51
0,1,9.02,10.605,35,19.9995,12,1,0,True,False,False,False,True,False,False,False,61
0,1,9.84,10.605,35,19.0012,13,1,0,True,False,False,False,True,False,False,False,61
0,1,10.66,12.12,30,19.0012,14,1,0,True,False,False,False,True,False,False,False,77
0,1,10.66,12.12,30,16.9979,15,1,0,True,False,False,False,True,False,False,False,72
0,1,10.66,12.12,30,16.9979,16,1,0,True,False,False,False,True,False,False,False,76
0,1,9.84,11.365,30,15.0013,17,1,0,True,False,False,False,True,False,False,False,157
0,1,9.84,12.88,32,7.0015,18,1,0,True,False,False,False,True,False,False,False,157
0,1,8.2,12.88,47,0.0,19,1,0,True,False,False,False,True,False,False,False,110
0,1,8.2,11.365,47,7.0015,20,1,0,True,False,False,False,True,False,False,False,52
0,1,7.38,9.85,64,8.9981,21,1,0,True,False,False,False,True,False,False,False,52
0,1,5.74,7.575,69,8.9981,22,1,0,True,False,False,False,True,False,False,False,20
0,1,7.38,10.605,55,7.0015,23,1,0,True,False,False,False,True,False,False,False,12
0,1,6.56,9.09,55,7.0015,0,1,1,True,False,False,False,True,False,False,False,5
0,1,6.56,9.09,59,7.0015,1,1,1,True,False,False,False,True,False,False,False,2
0,1,5.74,7.575,63,8.9981,2,1,1,True,False,False,False,True,False,False,False,1
0,1,5.74,9.09,63,6.0032,4,1,1,True,False,False,False,True,False,False,False,2
0,1,4.92,7.575,68,7.0015,5,1,1,True,False,False,False,True,False,False,False,4
0,1,4.92,7.575,74,7.0015,6,1,1,True,False,False,False,True,False,False,False,36
0,1,4.92,7.575,74,8.9981,7,1,1,True,False,False,False,True,False,False,False,94
0,1,5.74,7.575,69,11.0014,8,1,1,True,False,False,False,True,False,False,False,179
0,1,6.56,7.575,64,15.0013,9,1,1,True,False,False,False,True,False,False,False,100
0,1,6.56,6.82,69,22.0028,10,1,1,True,False,False,False,False,True,False,False,42
0,1,9.02,10.605,51,19.9995,11,1,1,True,False,False,False,True,False,False,False,57
0,1,9.02,11.365,51,11.0014,12,1,1,True,False,False,False,True,False,False,False,78
0,1,9.84,11.365,56,12.998,13,1,1,True,False,False,False,True,False,False,False,97
0,1,10.66,12.88,52,15.0013,14,1,1,True,False,False,False,True,False,False,False,63
0,1,11.48,13.635,52,16.9979,15,1,1,True,False,False,False,True,False,False,False,65
0,1,12.3,14.395,49,16.9979,16,1,1,True,False,False,False,True,False,False,False,83
0,1,11.48,13.635,48,15.0013,17,1,1,True,False,False,False,True,False,False,False,212
0,1,10.66,12.88,48,12.998,18,1,1,True,False,False,False,True,False,False,False,182
0,1,9.84,12.88,48,7.0015,19,1,1,True,False,False,False,True,False,False,False,112
0,1,9.84,12.88,48,7.0015,20,1,1,True,False,False,False,True,False,False,False,54
0,1,9.02,13.635,64,0.0,21,1,1,True,False,False,False,True,False,False,False,48
0,1,9.02,12.88,64,6.0032,22,1,1,True,False,False,False,True,False,False,False,35
0,1,8.2,11.365,69,6.0032,23,1,1,True,False,False,False,True,False,False,False,11
0,1,8.2,12.88,64,0.0,0,1,2,True,False,False,False,True,False,False,False,6
0,1,6.56,9.85,74,6.0032,1,1,2,True,False,False,False,True,False,False,False,6
0,1,6.56,9.85,74,6.0032,2,1,2,True,False,False,False,True,False,False,False,2
0,1,9.84,11.365,48,15.0013,4,1,2,True,False,False,False,True,False,False,False,2
0,1,9.02,11.365,47,11.0014,5,1,2,True,False,False,False,True,False,False,False,3
0,1,8.2,9.85,47,15.0013,6,1,2,True,False,False,False,True,False,False,False,33
0,1,7.38,9.09,43,12.998,7,1,2,True,False,False,False,True,False,False,False,88
0,1,8.2,9.09,40,19.9995,8,1,2,True,False,False,False,True,False,False,False,195
0,1,9.02,9.85,37,22.0028,9,1,2,True,False,False,False,True,False,False,False,115
0,1,9.02,9.85,37,22.0028,10,1,2,True,False,False,False,True,False,False,False,57
0,1,10.66,11.365,33,22.0028,11,1,2,True,False,False,False,True,False,False,False,46
0,1,10.66,11.365,33,22.0028,12,1,2,True,False,False,False,True,False,False,False,79
0,1,11.48,12.88,30,19.9995,13,1,2,True,False,False,False,True,False,False,False,71
0,1,12.3,14.395,28,12.998,14,1,2,True,False,False,False,True,False,False,False,62
0,1,12.3,14.395,28,12.998,15,1,2,True,False,False,False,True,False,False,False,62
0,1,12.3,15.91,28,6.0032,16,1,2,True,False,False,False,True,False,False,False,89
0,1,9.84,11.365,38,12.998,17,1,2,True,False,False,False,True,False,False,False,190
0,1,9.84,12.12,38,8.9981,18,1,2,True,False,False,False,True,False,False,False,169
0,1,9.84,12.88,38,7.0015,19,1,2,True,False,False,False,True,False,False,False,132
0,1,9.02,11.365,47,11.0014,20,1,2,True,False,False,False,True,False,False,False,89
0,1,8.2,9.85,51,12.998,21,1,2,True,False,False,False,True,False,False,False,43
0,1,7.38,9.85,55,8.9981,22,1,2,True,False,False,False,True,False,False,False,42
0,1,8.2,12.88,47,0.0,23,1,2,True,False,False,False,True,False,False,False,19
0,1,7.38,12.12,55,0.0,0,1,3,True,False,False,False,True,False,False,False,11
0,1,6.56,11.365,64,0.0,1,1,3,True,False,False,False,True,False,False,False,4
0,1,6.56,11.365,64,0.0,2,1,3,True,False,False,False,True,False,False,False,2
0,1,6.56,9.85,64,6.0032,4,1,3,True,False,False,False,False,True,False,False,1
0,1,5.74,9.09,69,6.0032,5,1,3,True,False,False,False,False,True,False,False,4
0,1,5.74,8.335,63,7.0015,6,1,3,True,False,False,False,False,True,False,False,36
0,1,6.56,11.365,59,0.0,7,1,3,True,False,False,False,False,True,False,False,95
0,1,6.56,11.365,59,0.0,8,1,3,True,False,False,False,True,False,False,False,219
0,1,7.38,12.12,51,0.0,9,1,3,True,False,False,False,False,True,False,False,122
0,1,8.2,12.88,47,0.0,10,1,3,True,False,False,False,True,False,False,False,45
0,1,9.02,12.88,44,6.0032,11,1,3,True,False,False,False,True,False,False,False,59
0,1,10.66,14.395,35,0.0,12,1,3,True,False,False,False,True,False,False,False,84
0,1,10.66,13.635,35,7.0015,13,1,3,True,False,False,False,True,False,False,False,67
0,1,11.48,13.635,36,11.0014,14,1,3,True,False,False,False,True,False,False,False,70
0,1,11.48,13.635,36,0.0,15,1,3,True,False,False,False,True,False,False,False,62
0,1,10.66,12.88,38,11.0014,16,1,3,True,False,False,False,True,False,False,False,86
0,1,9.02,11.365,51,11.0014,17,1,3,True,False,False,False,True,False,False,False,172
0,1,9.02,11.365,51,8.9981,18,1,3,True,False,False,False,True,False,False,False,163
0,1,9.02,12.88,55,6.0032,19,1,3,True,False,False,False,True,False,False,False,112
0,1,8.2,10.605,51,11.0014,20,1,3,True,False,False,False,True,False,False,False,69
0,1,9.02,10.605,55,15.0013,21,1,3,True,False,False,False,False,True,False,False,48
0,1,9.02,10.605,51,19.0012,22,1,3,True,False,False,False,False,True,False,False,52
0,1,8.2,9.85,59,12.998,23,1,3,True,False,False,False,False,True,False,False,23
0,1,8.2,9.85,64,12.998,0,1,4,True,False,False,False,False,True,False,False,17
0,1,8.2,9.85,69,15.0013,1,1,4,True,False,False,False,False,True,False,False,7
0,1,8.2,9.85,69,15.0013,2,1,4,True,False,False,False,False,True,False,False,1
0,1,8.2,10.605,69,8.9981,4,1,4,True,False,False,False,False,True,False,False,1
0,1,9.02,13.635,55,0.0,5,1,4,True,False,False,False,False,False,True,False,5
0,1,8.2,12.88,69,0.0,6,1,4,True,False,False,False,False,True,False,False,34
0,1,8.2,10.605,69,8.9981,7,1,4,True,False,False,False,True,False,False,False,84
0,1,8.2,9.85,51,16.9979,8,1,4,True,False,False,False,True,False,False,False,210
0,1,8.2,9.09,47,19.9995,9,1,4,True,False,False,False,True,False,False,False,134
0,1,9.02,9.85,37,22.0028,10,1,4,True,False,False,False,True,False,False,False,63
0,1,8.2,9.85,40,15.0013,11,1,4,True,False,False,False,False,True,False,False,67
0,1,8.2,9.85,37,16.9979,12,1,4,True,False,False,False,False,True,False,False,59
0,1,8.2,9.09,37,19.0012,13,1,4,True,False,False,False,False,True,False,False,73
0,1,8.2,9.85,40,16.9979,14,1,4,True,False,False,False,False,True,False,False,50
0,1,8.2,10.605,37,11.0014,15,1,4,True,False,False,False,False,True,False,False,72
0,1,8.2,10.605,37,11.0014,16,1,4,True,False,False,False,False,True,False,False,87
0,1,8.2,12.88,37,0.0,17,1,4,True,False,False,False,False,True,False,False,187
0,1,8.2,11.365,40,6.0032,18,1,4,True,False,False,False,True,False,False,False,123
0,1,6.56,9.85,55,6.0032,19,1,4,True,False,False,False,True,False,False,False,95
0,1,7.38,10.605,47,7.0015,20,1,4,True,False,False,False,True,False,False,False,51
0,1,7.38,9.85,47,8.9981,21,1,4,True,False,False,False,True,False,False,False,39
0,1,7.38,9.85,43,11.0014,22,1,4,True,False,False,False,False,True,False,False,36
0,1,7.38,9.85,51,11.0014,23,1,4,True,False,False,False,False,True,False,False,15
0,0,7.38,9.85,51,11.0014,0,1,5,True,False,False,False,False,True,False,False,25
0,0,7.38,10.605,55,6.0032,1,1,5,True,False,False,False,False,True,False,False,16
0,0,7.38,12.12,55,0.0,2,1,5,True,False,False,False,False,True,False,False,16
0,0,7.38,9.85,55,11.0014,3,1,5,True,False,False,False,False,False,True,False,7
0,0,7.38,9.85,55,11.0014,4,1,5,True,False,False,False,False,False,True,False,1
0,0,6.56,8.335,74,11.0014,5,1,5,True,False,False,False,False,True,False,False,5
0,0,6.56,8.335,74,11.0014,6,1,5,True,False,False,False,False,True,False,False,2
0,0,6.56,9.09,74,7.0015,7,1,5,True,False,False,False,False,True,False,False,9
0,0,6.56,9.09,93,7.0015,8,1,5,True,False,False,False,False,False,True,False,15
0,0,6.56,9.09,93,7.0015,9,1,5,True,False,False,False,False,False,True,False,20
0,0,7.38,9.85,80,11.0014,10,1,5,True,False,False,False,False,True,False,False,61
0,0,8.2,9.09,69,26.0027,11,1,5,True,False,False,False,False,True,False,False,62
0,0,8.2,9.09,59,23.9994,12,1,5,True,False,False,False,False,True,False,False,98
0,0,8.2,9.09,44,22.0028,13,1,5,True,False,False,False,True,False,False,False,102
0,0,8.2,8.335,32,32.9975,14,1,5,True,False,False,False,True,False,False,False,95
0,0,8.2,8.335,32,30.0026,15,1,5,True,False,False,False,True,False,False,False,74
0,0,7.38,6.82,29,30.0026,16,1,5,True,False,False,False,True,False,False,False,76
0,0,6.56,6.06,37,36.9974,17,1,5,True,False,False,False,True,False,False,False,69
0,0,5.74,6.06,39,19.9995,18,1,5,True,False,False,False,True,False,False,False,55
0,0,5.74,6.06,36,16.9979,19,1,5,True,False,False,False,True,False,False,False,30
0,0,4.92,6.06,36,16.9979,20,1,5,True,False,False,False,True,False,False,False,28
0,0,4.92,5.305,39,23.9994,21,1,5,True,False,False,False,True,False,False,False,37
0,0,4.92,5.305,36,26.0027,22,1,5,True,False,False,False,True,False,False,False,34
0,0,4.1,3.03,39,30.0026,23,1,5,True,False,False,False,True,False,False,False,22
0,0,4.1,3.79,42,26.0027,0,1,6,True,False,False,False,True,False,False,False,25
0,0,4.1,3.03,42,31.0009,1,1,6,True,False,False,False,True,False,False,False,12
0,0,4.1,3.03,46,31.0009,2,1,6,True,False,False,False,True,False,False,False,11
0,0,4.1,3.79,46,27.9993,3,1,6,True,False,False,False,True,False,False,False,4
0,0,3.28,4.545,53,12.998,4,1,6,True,False,False,False,True,False,False,False,1
0,0,3.28,4.545,53,12.998,5,1,6,True,False,False,False,True,False,False,False,1
0,0,4.1,4.545,49,19.0012,6,1,6,True,False,False,False,True,False,False,False,1
0,0,3.28,4.545,53,12.998,7,1,6,True,False,False,False,True,False,False,False,6
0,0,4.1,4.545,49,19.0012,8,1,6,True,False,False,False,True,False,False,False,10
0,0,4.92,3.79,46,35.0008,9,1,6,True,False,False,False,True,False,False,False,19
0,0,5.74,5.305,43,26.0027,10,1,6,True,False,False,False,True,False,False,False,49
0,0,6.56,6.06,40,35.0008,11,1,6,True,False,False,False,True,False,False,False,49
0,0,7.38,6.82,37,30.0026,12,1,6,True,False,False,False,True,False,False,False,83
0,0,8.2,8.335,34,30.0026,13,1,6,True,False,False,False,True,False,False,False,75
0,0,9.02,9.09,32,31.0009,14,1,6,True,False,False,False,True,False,False,False,72
0,0,9.02,9.85,35,23.9994,15,1,6,True,False,False,False,True,False,False,False,82
0,0,8.2,8.335,34,30.0026,16,1,6,True,False,False,False,True,False,False,False,92
0,0,7.38,7.575,37,26.0027,17,1,6,True,False,False,False,True,False,False,False,62
0,0,6.56,6.82,40,22.0028,18,1,6,True,False,False,False,True,False,False,False,48
0,0,6.56,6.82,43,22.0028,19,1,6,True,False,False,False,True,False,False,False,41
0,0,5.74,6.06,46,16.9979,20,1,6,True,False,False,False,True,False,False,False,38
0,0,5.74,5.305,46,27.9993,21,1,6,True,False,False,False,True,False,False,False,20
0,0,5.74,6.06,46,19.9995,22,1,6,True,False,False,False,True,False,False,False,15
0,0,4.92,6.82,50,12.998,23,1,6,True,False,False,False,True,False,False,False,6
0,1,4.92,6.06,50,19.0012,0,1,0,True,False,False,False,True,False,False,False,5
0,1,4.92,6.06,50,19.0012,1,1,0,True,False,False,False,True,False,False,False,1
0,1,4.92,6.06,50,15.0013,2,1,0,True,False,False,False,True,False,False,False,3
0,1,4.92,6.06,50,15.0013,3,1,0,True,False,False,False,True,False,False,False,1
0,1,4.1,6.06,54,8.9981,4,1,0,True,False,False,False,True,False,False,False,3
0,1,4.1,5.305,54,16.9979,5,1,0,True,False,False,False,True,False,False,False,3
0,1,4.92,6.06,50,19.0012,6,1,0,True,False,False,False,True,False,False,False,31
0,1,4.92,6.06,50,15.0013,7,1,0,True,False,False,False,True,False,False,False,77
0,1,4.92,6.06,50,19.0012,8,1,0,True,False,False,False,False,True,False,False,188
0,1,5.74,6.06,50,16.9979,9,1,0,True,False,False,False,False,True,False,False,94
0,1,5.74,6.06,50,19.9995,10,1,0,True,False,False,False,False,True,False,False,31
0,1,6.56,6.82,47,19.0012,11,1,0,True,False,False,False,False,True,False,False,30
0,1,8.2,9.09,40,19.0012,12,1,0,True,False,False,False,False,True,False,False,52
0,1,8.2,9.09,40,19.0012,13,1,0,True,False,False,False,False,True,False,False,54
0,1,8.2,9.85,40,15.0013,14,1,0,True,False,False,False,False,True,False,False,47
0,1,8.2,9.85,40,15.0013,15,1,0,True,False,False,False,False,True,False,False,45
0,1,8.2,10.605,40,8.9981,16,1,0,True,False,False,False,True,False,False,False,74
0,1,8.2,11.365,40,7.0015,17,1,0,True,False,False,False,True,False,False,False,178
0,1,8.2,9.85,40,15.0013,18,1,0,True,False,False,False,True,False,False,False,155
0,1,6.56,8.335,47,11.0014,19,1,0,True,False,False,False,True,False,False,False,95
0,1,6.56,8.335,50,11.0014,20,1,0,True,False,False,False,True,False,False,False,74
0,1,5.74,6.82,59,12.998,21,1,0,True,False,False,False,True,False,False,False,38
0,1,5.74,7.575,59,11.0014,22,1,0,True,False,False,False,True,False,False,False,24
0,1,5.74,7.575,59,11.0014,23,1,0,True,False,False,False,True,False,False,False,18
0,1,5.74,8.335,59,7.0015,0,1,1,True,False,False,False,True,False,False,False,12
0,1,5.74,7.575,59,11.0014,1,1,1,True,False,False,False,True,False,False,False,3
0,1,6.56,7.575,55,12.998,2,1,1,True,False,False,False,False,True,False,False,3
0,1,6.56,9.09,55,8.9981,5,1,1,True,False,False,False,False,True,False,False,6
0,1,6.56,9.09,55,8.9981,6,1,1,True,False,False,False,False,True,False,False,27
0,1,6.56,11.365,55,0.0,7,1,1,True,False,False,False,False,True,False,False,99
0,1,7.38,10.605,51,6.0032,8,1,1,True,False,False,False,False,True,False,False,217
0,1,7.38,9.85,51,11.0014,9,1,1,True,False,False,False,False,True,False,False,130
0,1,8.2,10.605,51,11.0014,10,1,1,True,False,False,False,False,True,False,False,54
0,1,8.2,10.605,47,8.9981,11,1,1,True,False,False,False,False,True,False,False,35
0,1,8.2,11.365,51,7.0015,12,1,1,True,False,False,False,False,True,False,False,57
0,1,8.2,11.365,59,6.0032,13,1,1,True,False,False,False,False,True,False,False,52
0,1,8.2,11.365,59,6.0032,14,1,1,True,False,False,False,False,True,False,False,63
0,1,6.56,9.85,80,6.0032,15,1,1,True,False,False,False,False,True,False,False,47
0,1,6.56,7.575,86,15.0013,16,1,1,True,False,False,False,False,True,False,False,76
0,1,6.56,7.575,86,15.0013,17,1,1,True,False,False,False,False,True,False,False,136
0,1,6.56,9.09,93,7.0015,18,1,1,True,False,False,False,False,False,True,False,95
0,1,6.56,11.365,93,0.0,19,1,1,True,False,False,False,False,False,True,False,51
0,1,6.56,7.575,93,12.998,20,1,1,True,False,False,False,False,False,True,False,32
0,1,6.56,9.85,86,6.0032,21,1,1,True,False,False,False,False,False,True,False,20
0,1,6.56,9.09,93,7.0015,22,1,1,True,False,False,False,False,False,True,False,29
0,1,6.56,9.85,93,6.0032,23,1,1,True,False,False,False,False,False,True,False,19
0,1,6.56,9.85,86,6.0032,0,1,2,True,False,False,False,False,True,False,False,7
0,1,6.56,9.09,86,7.0015,1,1,2,True,False,False,False,False,True,False,False,6
0,1,5.74,7.575,86,8.9981,2,1,2,True,False,False,False,True,False,False,False,1
0,1,5.74,7.575,86,11.0014,5,1,2,True,False,False,False,True,False,False,False,5
0,1,4.92,7.575,93,8.9981,6,1,2,True,False,False,False,True,False,False,False,16
0,1,5.74,7.575,69,8.9981,7,1,2,True,False,False,False,True,False,False,False,54
0,1,6.56,8.335,59,11.0014,8,1,2,True,False,False,False,True,False,False,False,128
0,1,6.56,6.82,59,22.0028,9,1,2,True,False,False,False,True,False,False,False,81
0,1,7.38,9.09,55,15.0013,10,1,2,True,False,False,False,True,False,False,False,39
0,1,8.2,9.09,51,26.0027,11,1,2,True,False,False,False,True,False,False,False,35
0,1,8.2,7.575,47,39.0007,12,1,2,True,False,False,False,True,False,False,False,55
0,1,9.02,9.85,44,23.9994,13,1,2,True,False,False,False,True,False,False,False,49
0,1,8.2,9.09,47,22.0028,14,1,2,True,False,False,False,True,False,False,False,44
0,1,8.2,8.335,47,27.9993,15,1,2,True,False,False,False,True,False,False,False,49
0,1,9.02,9.85,44,22.0028,16,1,2,True,False,False,False,True,False,False,False,68
0,1,8.2,9.09,47,23.9994,17,1,2,True,False,False,False,True,False,False,False,139
0,1,8.2,7.575,47,35.0008,18,1,2,True,False,False,False,True,False,False,False,137
0,1,7.38,7.575,47,27.9993,19,1,2,True,False,False,False,True,False,False,False,83
0,1,6.56,6.82,50,22.0028,20,1,2,True,False,False,False,True,False,False,False,56
0,1,6.56,6.82,55,22.0028,21,1,2,True,False,False,False,True,False,False,False,57
0,1,6.56,6.06,55,30.0026,22,1,2,True,False,False,False,True,False,False,False,33
0,1,5.74,5.305,59,27.9993,23,1,2,True,False,False,False,True,False,False,False,20
0,1,5.74,6.06,59,19.0012,0,1,3,True,False,False,False,True,False,False,False,7
0,1,5.74,6.06,50,19.0012,1,1,3,True,False,False,False,True,False,False,False,2
0,1,5.74,6.06,50,23.9994,2,1,3,True,False,False,False,True,False,False,False,2
0,1,5.74,6.06,50,22.0028,3,1,3,True,False,False,False,True,False,False,False,3
0,1,5.74,6.06,50,16.9979,4,1,3,True,False,False,False,True,False,False,False,4
0,1,5.74,6.06,50,19.9995,5,1,3,True,False,False,False,True,False,False,False,3
0,1,4.92,7.575,54,8.9981,6,1,3,True,False,False,False,True,False,False,False,28
0,1,4.92,7.575,54,8.9981,7,1,3,True,False,False,False,True,False,False,False,72
0,1,5.74,6.82,50,12.998,8,1,3,True,False,False,False,True,False,False,False,202
0,1,5.74,6.06,50,22.0028,9,1,3,True,False,False,False,True,False,False,False,139
0,1,6.56,6.82,50,23.9994,10,1,3,True,False,False,False,False,True,False,False,38
0,1,8.2,8.335,44,30.0026,11,1,3,True,False,False,False,False,True,False,False,37
0,1,8.2,8.335,44,27.9993,12,1,3,True,False,False,False,True,False,False,False,52
0,1,9.02,9.85,41,30.0026,13,1,3,True,False,False,False,True,False,False,False,83
0,1,9.02,9.85,41,26.0027,14,1,3,True,False,False,False,True,False,False,False,42
0,1,9.84,10.605,38,19.9995,15,1,3,True,False,False,False,True,False,False,False,60
0,1,9.84,10.605,38,23.9994,16,1,3,True,False,False,False,True,False,False,False,78
0,1,8.2,9.09,40,19.0012,17,1,3,True,False,False,False,True,False,False,False,162
0,1,8.2,9.09,40,22.0028,18,1,3,True,False,False,False,True,False,False,False,144
0,1,6.56,7.575,47,16.9979,19,1,3,True,False,False,False,True,False,False,False,99
0,1,6.56,7.575,47,15.0013,20,1,3,True,False,False,False,True,False,False,False,64
0,1,5.74,6.06,46,19.9995,21,1,3,True,False,False,False,True,False,False,False,40
0,1,5.74,6.06,46,22.0028,22,1,3,True,False,False,False,True,False,False,False,30
0,1,4.92,6.82,50,12.998,23,1,3,True,False,False,False,True,False,False,False,15
0,1,4.92,6.82,50,12.998,0,1,4,True,False,False,False,True,False,False,False,14
0,1,4.1,6.06,54,11.0014,1,1,4,True,False,False,False,True,False,False,False,5
0,1,4.1,6.06,54,8.9981,2,1,4,True,False,False,False,True,False,False,False,1
0,1,4.1,6.82,54,7.0015,3,1,4,True,False,False,False,True,False,False,False,1
0,1,4.1,6.82,54,6.0032,5,1,4,True,False,False,False,True,False,False,False,8
0,1,4.1,9.09,54,0.0,6,1,4,True,False,False,False,True,False,False,False,17
0,1,4.1,6.06,74,11.0014,7,1,4,True,False,False,False,True,False,False,False,70
0,1,4.92,8.335,68,0.0,8,1,4,True,False,False,False,True,False,False,False,158
0,1,5.74,7.575,69,8.9981,9,1,4,True,False,False,False,True,False,False,False,117
0,1,7.38,9.09,55,12.998,10,1,4,True,False,False,False,True,False,False,False,44
0,1,7.38,8.335,51,19.0012,11,1,4,True,False,False,False,True,False,False,False,53
0,1,8.2,9.85,44,16.9979,12,1,4,True,False,False,False,True,False,False,False,61
0,1,9.02,9.85,37,26.0027,13,1,4,True,False,False,False,True,False,False,False,77
0,1,9.02,10.605,41,19.0012,14,1,4,True,False,False,False,True,False,False,False,64
0,1,9.84,12.12,38,11.0014,15,1,4,True,False,False,False,True,False,False,False,68
0,1,9.02,12.12,41,7.0015,16,1,4,True,False,False,False,True,False,False,False,90
0,1,9.02,11.365,41,11.0014,17,1,4,True,False,False,False,True,False,False,False,159
0,1,8.2,12.88,47,0.0,18,1,4,True,False,False,False,True,False,False,False,139
0,1,6.56,9.85,59,6.0032,19,1,4,True,False,False,False,True,False,False,False,92
0,1,7.38,12.12,59,0.0,20,1,4,True,False,False,False,True,False,False,False,68
0,1,6.56,11.365,69,0.0,21,1,4,True,False,False,False,True,False,False,False,52
0,1,6.56,11.365,69,0.0,22,1,4,True,False,False,False,False,True,False,False,36
